  -1.6425740144222944e-01	   2.0003646632161209e+00	
   9.5072139453985756e+00	   2.6031935309119558e+00	
   2.0187913783968796e+01	   2.6032002943019394e+00	
   2.9748522103759928e+01	   2.4029264237998262e+00	
   3.9950216417035755e+01	   2.3008099520106446e+00	
   5.0071059258284528e+01	   2.1977019442482004e+00	
   6.0029758710653610e+01	   2.0995512576874500e+00	
   7.0035150624620272e+01	   1.8008475594273532e+00	
   7.9771809931805350e+01	   2.9045019856460352e+00	
   8.9866356088648303e+01	   3.2047259222465017e+00	
   9.9714559481708704e+01	   2.8975328107297309e+00	
   1.0997675044714536e+02	   2.8006667875165525e+00	
   1.1988941950398892e+02	   2.5999462180274007e+00	
   1.2955461045557752e+02	   2.4998447314614110e+00	
   1.4003694892929673e+02	   2.3008699735461517e+00	
   1.5007295552031064e+02	   2.4012397519616751e+00	
   1.6012192198909335e+02	   2.2973917903695886e+00	
   1.7015765165964217e+02	   2.4021251957083516e+00	
   1.7992150649952197e+02	   2.3017679552525587e+00	
   1.8997007577495273e+02	   3.5005577870327862e+00	
   1.9989921509647957e+02	   4.0999723377377126e+00	
   2.0970318139492292e+02	   4.3023013204377971e+00	
   2.1995944626240544e+02	   4.2988169133819429e+00	
   2.3002776051127677e+02	   3.7038483284883745e+00	
   2.4007030242526815e+02	   3.7012365115154453e+00	
   2.4968659664550356e+02	   3.4030273408726206e+00	
   2.5973534157791414e+02	   3.3026702808191266e+00	
   2.6977589605799722e+02	   3.1013120314278235e+00	
   2.8031666332935936e+02	   3.1039368824668037e+00	
   2.9008688733993756e+02	   2.9032162227765026e+00	
   2.9977147172963430e+02	   2.5988924230456347e+00	
   3.0966453481754553e+02	   2.7071166397218405e+00	
   3.1999833599476608e+02	   2.6041415839167010e+00	
   3.3002895119922334e+02	   2.5031574317053780e+00	
   3.4007769613163396e+02	   2.4028003716518835e+00	
   3.5012644106404468e+02	   2.3024433115983896e+00	
   3.5987755756252773e+02	   2.4028129096116144e+00	
   3.6999758040216409e+02	   2.3015831692740476e+00	
   3.8022748845257019e+02	   2.1988577610724116e+00	
   3.9006876883400190e+02	   2.0007553226366284e+00	
   3.9967112649961422e+02	   2.2006155242985654e+00	
   4.1042572749265366e+02	   2.2006223344853257e+00	
   4.1983983888756825e+02	   1.9999014492921521e+00	
   4.2995327102013408e+02	   2.0025260297276848e+00	
   4.3989683752731253e+02	   1.9023972560514275e+00	
   4.4986826768635717e+02	   1.8980399432086279e+00	
   4.5998834591008665e+02	   1.7959374774864123e+00	
   4.6980392807235279e+02	   2.0027796175272563e+00	
   4.8005371300095095e+02	   2.1014040804752070e+00	
   4.8987638432712504e+02	   2.1965373712811198e+00	
   4.9997476367802125e+02	   1.8962885865299326e+00	
   5.1023041932048045e+02	   1.9024041587052052e+00	
   5.1978066197505530e+02	   1.8011740575630417e+00	
   5.3010161404269297e+02	   1.9006712909962156e+00	
   5.3984018073998175e+02	   1.6992757239447389e+00	
   5.5016750197831789e+02	   1.6984095381434030e+00	
   5.5984874236273959e+02	   3.4022610020120316e+00	
   5.6961270797080533e+02	   3.3001583107869448e+00	
   5.7993354927025712e+02	   3.4014009949894137e+00	
   5.8975588829187291e+02	   3.5017706381032130e+00	
   6.0039346553734731e+02	   3.1011964065354372e+00	
   6.1009263317707189e+02	   2.8978575255906174e+00	
   6.2027728783277053e+02	   2.9004821511267247e+00	
   6.2974995476074935e+02	   2.3999948701956209e+00	
   6.3977311224218056e+02	   2.7028369378494572e+00	
   6.4983470628417388e+02	   2.4000075885576497e+00	
   6.5986477368980559e+02	   2.2003958005275002e+00	
   6.6975816908227478e+02	   2.3033836648958177e+00	
   6.7994969136550912e+02	   2.1977903427355860e+00	
   6.8957082423865836e+02	   2.1017966390018836e+00	
   6.9982686756976875e+02	   2.1018031334846219e+00	
   7.1015435496038413e+02	   2.0983187715293425e+00	
   7.1974773395925808e+02	   1.8969754964084067e+00	
   7.3000344498581035e+02	   1.9022183431990332e+00	
   7.3970272339372104e+02	   1.6971340114849180e+00	
   7.5017232352604344e+02	   1.6988860920386748e+00	
   7.5985013572291302e+02	   1.1992701406886574e+00	
   7.6986703480183178e+02	   1.6007301768077067e+00	
   7.7991577973424239e+02	   1.5003731167542127e+00	
   7.8995178632525642e+02	   1.6007428951697358e+00	
   8.0014940085872388e+02	   1.3991497806982336e+00	
   8.1018535206564468e+02	   1.5003922844984054e+00	
   8.2016292985901555e+02	   1.3991624539596881e+00	
   8.2981820759762843e+02	   2.3056515765815551e+00	
   8.3972136784949316e+02	   4.1078719485948092e+00	
   8.4969916717923627e+02	   4.0031512165175007e+00	
   8.6010413549549651e+02	   3.9010489311975847e+00	
   8.6994162123538342e+02	   3.4012189682534419e+00	
   8.7940652358015564e+02	   3.3002370007193300e+00	
   8.8988271441954873e+02	   3.1981347604999870e+00	
   9.0015160686024194e+02	   2.9956689657444118e+00	
   9.0968475714290048e+02	   2.9016642675537945e+00	
   9.1966892564334182e+02	   2.6965801162419774e+00	
   9.2955878342577591e+02	   2.6017039356737062e+00	
   9.4024221727977556e+02	   2.6008379753752444e+00	
   9.4958460769472038e+02	   2.4079715735433265e+00	
   9.5968329279430736e+02	   2.3017277171805528e+00	
   9.6982238986630978e+02	   2.8994305163608751e+00	
   9.7959874517390608e+02	   4.5027904547176636e+00	
   9.8962256206197787e+02	   4.6999066188538201e+00	
   1.0000275303782381e+03	   4.5978043335339027e+00	
